Trade_Date,Issuer,Symbol,Lead/Joint-Lead_ Managers,Offer_Price,Opening_Price,1st Day_Close,1st Day.1_% Px Chng ,$ Change_Opening,$ Change.1_Close,Star_Ratings,Performed,year,CUSIP,Offer Date,IPO Name,Ticker,VC Dummy,Rollup dummy,CRSP PERM,Dual dummy,Internet dummy,Post-Issue shares,Founding,uw_max_rank,top_tier_uw,month,avg_net_ipo,num_ipo,net_num_ipo,perc_price_above
2020-06-26,Akouos ,AKUS,BofA Securities/ Cowen/ Piper Sandler,17.0,22.26,22.0,0.29411764705882354,5.260000000000002,5.0,3,,2020.0,00973J101,2020-06-26,Akouos Inc,AKUS,1,.,19461,0,0,.,2016.0,7.501,0,6.0,36.7,36.0,20,0.55
2020-06-26,Albertsons Companies ,ACI,BofA Securities/ Goldman Sachs/J.P. Morgan/ Citigroup,16.0,15.5,15.45,-0.034375000000000044,-0.5,-0.5500000000000007,2,Missed,2020.0,013091103,2020-06-26,Albertsons Cos Inc,ACI,0,.,19413,1,0,479026753,1939.0,9.001,1,6.0,36.7,36.0,20,0.55
2020-06-26,Ebang International Holdings ,EBON,AMTD/ Loop Capital Markets,5.23,4.6,5.0,-0.04397705544933087,-0.6300000000000008,-0.23000000000000045,N/C,,2020.0,G3R33A106,2020-06-26,Ebang Intl Hldg Inc,EBON,0,.,19472,1,0,131035337,2010.0,7.501,0,6.0,36.7,36.0,20,0.55
2020-06-26,Fusion Acquisition ,FUSE.U,Cantor,10.0,10.25,10.16,0.016000000000000014,0.25,0.16000000000000014,1,,2020.0,,,,,,,,,,,,6.001,0,6.0,36.7,36.0,20,0.55
2020-06-26,Fusion Pharmaceuticals ,FUSN,Morgan Stanley/ Jefferies/ Cowen,17.0,18.5,17.0,0.0,1.5,0.0,3,,2020.0,36118A100,2020-06-26,Fusion Pharmaceuticals Inc,FUSN,1,.,19475,0,0,.,2014.0,8.001,1,6.0,36.7,36.0,20,0.55
2020-06-26,Kensington Capital Acquisition ,KCAC.U,UBS Investment Bank/ Stifel,10.0,10.05,10.05,0.005000000000000071,0.05000000000000071,0.05000000000000071,1,,2020.0,,,,,,,,,,,,7.001,0,6.0,36.7,36.0,20,0.55
2020-06-26,PolyPid ,PYPD,Barclays/ BMO Capital Markets,16.0,16.0,19.0,0.1875,0.0,3.0,2,,2020.0,M8001Q118,2020-06-26,PolyPid Ltd,PYPD,1,.,19487,0,0,.,2008.0,8.001,1,6.0,36.7,36.0,20,0.55
2020-06-30,GS Acquisition Holdings Corp II ,GSAH.U,Goldman Sachs/ Citigroup,10.0,10.4,10.51,0.050999999999999976,0.4000000000000004,0.5099999999999998,1,,2020.0,,,,,,,,,,,,9.001,1,6.0,36.7,36.0,20,0.55
2020-07-01,Dun & Bradstreet Holdings ,DNB,Goldman Sachs/ BofA Securities,22.0,25.0,25.35,0.15227272727272734,3.0,3.3500000000000014,2,,2020.0,26484T106,2020-07-01,Dun & Bradstreet Holding,DNB,0,.,19495,0,0,.,1841.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-01,Panacea Acquisition ,PANA.U,Cowen,10.0,10.85,11.3,0.13000000000000006,0.8499999999999996,1.3000000000000007,1,,2020.0,,,,,,,,,,,,7.001,0,7.0,44.5,46.0,24,0.88
2020-07-02,Accolade ,ACCD,Goldman Sachs/ Morgan Stanley/ BofA Securities,22.0,35.0,29.7,0.35,13.0,7.699999999999998,3,,2020.0,00437E102,2020-07-02,Accolade Inc,ACCD,1,.,19496,0,0,.,2007.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-02,Capstar Special Purpose Acquisition ,CPSR.U,Citigroup/ UBS Investment Bank/ BTIG,10.0,10.16,10.22,0.02200000000000006,0.16000000000000014,0.22000000000000064,1,,2020.0,,,,,,,,,,,,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-02,Lemonade ,LMND,Goldman Sachs/ Morgan Stanley/ Allen & Company/ Barclays Capital ,29.0,50.06,69.41,1.3934482758620688,21.06,40.41,3,,2020.0,52567D107,2020-07-02,Lemonade Inc,LMND,1,.,19497,0,1,.,2015.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-08,BlueCity Holdings ,BLCT, AMTD/ Loop Capital Markets/ Tiger Brokers/ Prime Number Capital/ R. F. Lafferty,16.0,20.45,23.43,0.464375,4.449999999999998,7.43,N/C,,2020.0,09610L106,2020-07-08,Bluecity Hldg Ltd,BLCT,1,.,19548,1,0,17825670,2000.0,7.501,0,7.0,44.5,46.0,24,0.88
2020-07-08,Therapeutics Acquisition ,TXAC,Jefferies,10.0,11.25,12.02,0.202,1.25,2.02,1,Missed,2020.0,88339T103,2020-07-08,Therapeutics Acquisition Corp,TXAC,0,0,19573,1,0,15186000,2020.0,8.001,1,7.0,44.5,46.0,24,0.88
2020-07-10,Nkarta ,NKTX,Cowen/ Evercore ISI/ Stifel/ Mizuho Securities,18.0,54.75,47.99,1.666111111111111,36.75,29.99,3,,2020.0,65487U108,2020-07-10,Nkarta Inc,NKTX,1,0,19499,0,0,.,2015.0,7.501,0,7.0,44.5,46.0,24,0.88
2020-07-10,Poseida Therapeutics ,PSTX,BofA Securities/ Piper Sandler/ William Blair,16.0,17.0,15.35,-0.04062500000000002,1.0,-0.6500000000000004,3,,2020.0,73730P108,2020-07-10,Poseida Therapeutics Inc,PSTX,1,0,19568,0,0,.,2003.0,7.501,0,7.0,44.5,46.0,24,0.88
2020-07-10,Quhuo Limited ,QH,Roth Capital Partners/ VALUABLE CAPITAL LIMITED/ Tiger Brokers,10.0,15.31,12.77,0.277,5.3100000000000005,2.77,2,Missed,2020.0,74841Q100,2020-07-10,Quhuo Ltd,QH,1,.,19569,1,0,51906410,2012.0,7.001,0,7.0,44.5,46.0,24,0.88
2020-07-13,PTK Acquisition,PTK.U,Chardan,10.0,10.03,10.11,0.010999999999999944,0.029999999999999364,0.10999999999999943,1,,2020.0,69375F207,2020-07-13,PTK Acquisition Corp,PTK.U,0,0,19787,1,0,12500000,2019.0,4.001,0,7.0,44.5,46.0,24,0.88
2020-07-14,Artius Acquisition ,AACQU,Credit Suisse/ Goldman Sachs,10.0,10.42,10.35,0.03499999999999996,0.4199999999999999,0.34999999999999964,1,,2020.0,04316G204,2020-07-14,Artius Acq Inc,AACQU,0,0,19808,1,0,78750000,2020.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-14,nCino ,NCNO,BofA Securities/ Barclays Capital/ KeyBanc Capital Markets/ SunTrust Robinson Humphrey,31.0,71.0,91.59,1.954516129032258,40.0,60.59,3,,2020.0,63947U107,2020-07-14,nCino Inc,NCNO,1,.,19565,0,0,.,2011.0,8.001,1,7.0,44.5,46.0,24,0.88
2020-07-15,D8 Holdings ,DEH.U,UBS Investment Bank,10.0,10.05,10.03,0.002999999999999936,0.05000000000000071,0.029999999999999364,1,,2020.0,,,,,,,,,,,,0.0,0,7.0,44.5,46.0,24,0.88
2020-07-15,GoHealth ,GOCO,Goldman Sachs/ BofA Securities/ Morgan Stanley,21.0,25.0,19.13,-0.0890476190476191,4.0,-1.870000000000001,3,,2020.0,38046W105,2020-07-15,GoHealth Inc,GOCO,1,.,19500,1,1,313582283,2001.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-15,Malacca Straits Acquisition (MLACU ) (u),MLCU,BTIG,10.0,10.1,10.04,0.003999999999999915,0.09999999999999963,0.03999999999999915,1,,2020.0,,,,,,,,,,,,6.501,0,7.0,44.5,46.0,24,0.88
2020-07-16,HPX Corp. ,HPX.U,Credit Suisse,10.0,10.2,10.17,0.016999999999999994,0.1999999999999993,0.16999999999999993,1,,2020.0,G32219118,2020-07-16,HPX Corp,HPX.U,0,0,19805,1,0,27500000,2020.0,0.0,0,7.0,44.5,46.0,24,0.88
2020-07-16,Relay Therapeutics ,RLAY,J.P. Morgan/ Goldman Sachs/ Cowen/ Guggenheim Securities,20.0,35.0,35.05,0.7524999999999998,15.0,15.049999999999995,3,,2020.0,75943R102,2020-07-16,Relay Therapeutics Inc,RLAY,1,0,19501,0,0,.,2015.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-16,Trean Insurance Group  ,TIG,J.P. Morgan/ Evercore ISI/ William Blair,15.0,17.05,15.51,0.03399999999999999,2.0500000000000007,0.5099999999999998,3,,2020.0,89457R101,2020-07-16,Trean Insurance Group Inc,TIG,0,.,19572,0,0,.,1996.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-17,ALX Oncology Holdings ,ALXO,Jefferies/ Credit Suisse/ Piper Sandler/ Cantor,18.0,36.5,30.0,0.6666666666666666,18.5,12.0,3,,2020.0,00166B105,2020-07-17,ALX Oncology Holdings Inc,ALXO,1,.,19542,0,0,.,2015.0,8.001,1,7.0,44.5,46.0,24,0.88
2020-07-17,Berkeley Lights ,BLI,J.P. Morgan/ Morgan Stanley/ Cowen,22.0,51.03,65.45,1.975,29.03,43.45,3,,2020.0,084310101,2020-07-17,Berkeley Lights Inc,BLI,1,.,19504,0,0,.,2011.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-17,Deerfield Healthcare Technology Acquisitions ,DFHTU,Deutsche Bank Securities/ UBS Investment Bank,10.0,10.51,10.63,0.06300000000000007,0.5099999999999998,0.6300000000000008,1,,2020.0,244413209,2020-07-17,Deerfield Healthcare Tech,DFHTU,0,0,19824,1,0,15625000,2020.0,8.501,1,7.0,44.5,46.0,24,0.88
2020-07-17,Pandion Therapeutics Holdco ,PAND,Goldman Sachs/ Morgan Stanley/ SVB Leerink/ BMO Capital Markets,18.0,27.0,18.1,0.0055555555555556356,9.0,0.10000000000000142,3,,2020.0,698340106,2020-07-17,Pandion Therapeutics Inc,PAND,1,.,19567,0,0,.,2017.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-22,Jamf Holding ,JAMF,Goldman Sachs/ J.P. Morgan/ BofA Securities/ Barclays,26.0,46.0,39.2,0.5076923076923078,20.0,13.200000000000005,3,,2020.0,47074L105,2020-07-22,Jamf Holding Corp,JAMF,0,.,19505,0,0,.,2002.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-22,Pershing Square Tontine Holdings ,PTH.U,Citigroup/ Jefferies/ UBS Investment Bank,20.0,21.15,21.3,0.06500000000000003,1.1499999999999986,1.3000000000000007,2,,2020.0,,,,,,,,,,,,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-22,Property Solutions Acquisition ,PSACU,EarlyBirdCapital,10.0,10.04,10.03,0.002999999999999936,0.03999999999999915,0.029999999999999364,1,,2020.0,74348Q207,2020-07-22,Property Solutions Acq Corp,PSACU,0,0,19649,1,0,25735000,2020.0,5.001,0,7.0,44.5,46.0,24,0.88
2020-07-23,East Resources Acquisition ,ERESU,Wells Fargo Securities,10.0,9.96,10.0,0.0,-0.03999999999999915,0.0,1,,2020.0,274681204,2020-07-23,East Resources Acquisition Co,ERESU,0,0,19826,1,0,37500000,2020.0,8.001,1,7.0,44.5,46.0,24,0.88
2020-07-23,Montrose Environmental Group  ,MEG,BofA Securities/ William Blair,15.0,16.5,22.0,0.4666666666666667,1.5,7.0,1,Missed,2020.0,,,,,,,,,,,,0.0,0,7.0,44.5,46.0,24,0.88
2020-07-23,Skillful Craftsman Education Technology ,EDTK,"The Benchmark Company/ Axiom Capital Management,",5.0,5.35,4.75,-0.05,0.34999999999999964,-0.25,N/C,,2020.0,G8211A108,2020-07-23,Skillful Craftsman Educ Tech,EDTK,0,0,19551,0,0,.,2019.0,4.001,0,7.0,44.5,46.0,24,0.88
2020-07-24,Annexon ,ANNX,J.P. Morgan/ BofA Securities/ Cowen,17.0,17.4,17.76,0.04470588235294127,0.3999999999999986,0.7600000000000016,3,Missed,2020.0,03589W102,2020-07-24,Annexon Inc,ANNX,1,0,19544,0,0,.,2011.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-24,Ascendant Digital Acquisition ,ACND.U,UBS Investment Bank,10.0,10.3,10.31,0.03100000000000005,0.3000000000000007,0.3100000000000005,1,,2020.0,,,,,,,,,,,,0.0,0,7.0,44.5,46.0,24,0.88
2020-07-24,Greencity Acquisition ,GRCYU,Ladenburg Thalmann,10.0,9.95,10.0,0.0,-0.05000000000000071,0.0,1,,2020.0,G4086B115,2020-07-24,Greencity Acquisition Corp,GRCYU,0,0,19630,1,0,5260000,2018.0,0.0,0,7.0,44.5,46.0,24,0.88
2020-07-24,Inozyme Pharma ,INZY,BofA Securities/ Cowen/ Piper Sandler,18.0,20.8,17.54,-0.0255555555555556,2.8000000000000007,-0.4600000000000009,3,,2020.0,45790W108,2020-07-24,Inozyme Pharma Inc,INZY,1,0,19559,0,0,.,2015.0,7.501,0,7.0,44.5,46.0,24,0.88
2020-07-24,iTeos Therapeutics ,ITOS,J.P. Morgan/ SVB Leerink/ Piper Sandler,19.0,25.55,19.05,0.0026315789473684587,6.550000000000002,0.05000000000000071,3,,2020.0,46565G104,2020-07-24,iTeos Therapeutics Inc,ITOS,1,0,19560,0,0,.,2011.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-24,Nurix Therapeutics ,NRIX,J.P. Morgan/ Piper Sandler/ Stifel,19.0,18.06,19.01,0.0005263157894737665,-0.9400000000000012,0.010000000000001565,3,Missed,2020.0,67080M103,2020-07-24,Nurix Therapeutics Inc,NRIX,1,.,19566,0,0,.,2009.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-28,ACE Convergence Acquisition ,ACEVU,Cantor,10.0,10.2,10.24,0.024000000000000018,0.1999999999999993,0.2400000000000002,1,,2020.0,G0083D112,2020-07-28,ACE Convergence Acq Corp,ACEVU,0,0,19809,1,0,25000000,2020.0,6.001,0,7.0,44.5,46.0,24,0.88
2020-07-29,Vertex ,VERX,Goldman Sachs/ Morgan Stanley,19.0,25.56,23.93,0.2594736842105263,6.559999999999999,4.93,3,,2020.0,92538J106,2020-07-29,Vertex Inc,VERX,0,.,19506,1,0,142993819,1978.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-30,AlloVir ,ALVR,Morgan Stanley/ J.P. Morgan/ SVB Leerink/ Piper Sandler,17.0,20.0,25.39,0.4935294117647059,3.0,8.39,2,,2020.0,019818103,2020-07-30,Allovir Inc,ALVR,1,.,19540,0,0,.,2013.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-30,Churchill Capital Corp IV ,CCIV.U,Citigroup,10.0,10.06,10.0,0.0,0.0600000000000005,0.0,1,,2020.0,,,,,,,,,,,,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-30,Li Auto,LI,Goldman Sachs (Asia)/ Morgan Stanley/ UBS Investment Bank/ CICC,11.5,15.5,16.46,0.431304347826087,4.0,4.960000000000001,3,,2020.0,50202M102,2020-07-30,Li Auto Inc,LI,0,0,19564,1,1,836344155,2015.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-31,1847 Goedeker ,GOED,ThinkEquity (a division of Fordham Financial Management),9.0,9.4,8.9,-0.011111111111111072,0.4000000000000004,-0.09999999999999963,1,,2020.0,28252C109,2020-07-31,1847 Goedeker Inc,GOED,0,.,19515,0,0,.,1951.0,0.0,0,7.0,44.5,46.0,24,0.88
2020-07-31,NewHold Investment ,NHICU,Stifel,10.0,9.92,9.91,-0.008999999999999984,-0.08000000000000007,-0.08999999999999986,1,,2020.0,651448201,2020-07-31,Newhold Investment Corp,NHICU,0,0,19838,1,0,18750000,2020.0,7.001,0,7.0,44.5,46.0,24,0.88
2020-07-31,E.Merge Technology Acquisition ,ETACU,Cantor/ Mizuho Securities,10.0,10.05,10.0,0.0,0.05000000000000071,0.0,1,,2020.0,26873Y203,2020-07-31,E.Merge Tech Acq Corp,ETACU,0,0,19827,1,0,66450000,2020.0,7.501,0,7.0,44.5,46.0,24,0.88
2020-07-31,Fathom Holdings ,FTHM,Roth Capital Partners,10.0,11.5,10.03,0.002999999999999936,1.5,0.029999999999999364,2,,2020.0,31189V109,2020-07-31,Fathom Holdings Inc,FTHM,0,.,19555,0,1,.,2010.0,0.0,0,7.0,44.5,46.0,24,0.88
2020-07-31,CC Neuberger Principal Holdings II ,PRPB.U,Credit Suisse. Citigroup/ Morgan Stanley,10.0,10.15,10.07,0.007000000000000029,0.15000000000000036,0.07000000000000027,1,,2020.0,,,,,,,,,,,,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-31,Vasta Platform Limited ,VSTA,Goldman Sachs/BofA Securities/ Morgan Stanley/ Itau BBA,19.0,22.1,18.85,-0.007894736842105189,3.1000000000000014,-0.14999999999999858,2,,2020.0,G9440A109,2020-07-31,Vasta Platform Ltd,VSTA,0,.,19574,1,0,83011585,1966.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-07-31,Vital Farms ,VITL,Goldman Sachs/ Morgan Stanley/ Credit Suisse,22.0,35.0,35.26,0.6027272727272727,13.0,13.259999999999998,3,,2020.0,92847W103,2020-07-31,Vital Farms Inc,VITL,1,.,19541,0,0,.,2007.0,9.001,1,7.0,44.5,46.0,24,0.88
2020-08-04,Health Sciences Acquisitions Corp 2 ,HSAQ,Chardan/ Barclays,10.0,11.41,11.4,0.14000000000000004,1.41,1.4000000000000004,1,Missed,2020.0,G4411D109,2020-08-04,Health Sciences Acquisitns 2,HSAQ,0,.,19636,0,0,.,2020.0,8.001,1,8.0,61.9,46.0,15,0.53
2020-08-04,Yucaipa Acquisition ,"YAC,U",Citigroup,10.0,10.02,10.01,0.0009999999999999788,0.01999999999999957,0.009999999999999787,1,,2020.0,,,,,,,,,,,,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-05,BigCommerce Holdings ,BIGC,Morgan Stanley/ Barclays/ Jefferies/ KeyBanc Capital Markets,24.0,68.0,72.27,2.01125,44.0,48.27,3,,2020.0,08975P108,2020-08-05,BigCommerce Holdings Inc,BIGC,1,.,19575,0,0,.,2009.0,8.001,1,8.0,61.9,46.0,15,0.53
2020-08-05,Rackspace Technology,RXT,Goldman Sachs/ Citigroup/ JPMorgan,21.0,16.85,16.39,-0.2195238095238095,-4.149999999999999,-4.6099999999999985,2,Missed,2020.0,750102105,2020-08-05,Rackspace Technology Inc,RXT,0,0,19576,0,1,.,1998.0,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-05,GO Acquisition ,GOAC.U,Credit Suisse,10.0,10.0,10.0,0.0,0.0,0.0,1,,2020.0,,,,,,,,,,,,0.0,0,8.0,61.9,46.0,15,0.53
2020-08-05,BowX Acquisition ,BOWXU,UBS Investment Bank,10.0,10.02,10.03,0.002999999999999936,0.01999999999999957,0.029999999999999364,1,,2020.0,103085205,2020-08-05,BowX Acquisition Corp,BOWXU,0,0,19950,1,0,52500000,2020.0,0.0,0,8.0,61.9,46.0,15,0.53
2020-08-05,Holicity ,HOLUU,Deutsche Bank Securities/ BofA Securities,10.0,10.01,10.01,0.0009999999999999788,0.009999999999999787,0.009999999999999787,1,,2020.0,435063201,2020-08-05,Holicity Inc,HOLUU,0,0,19835,1,0,34375000,2020.0,8.501,1,8.0,61.9,46.0,15,0.53
2020-08-06,Gores Holdings V ,GRSVU,Deutsche Bank Securities/ Morgan Stanley,10.0,10.06,10.08,0.008000000000000007,0.0600000000000005,0.08000000000000007,1,,2020.0,382864205,2020-08-06,Gores Holdings V Inc,GRSVU,0,0,19834,1,0,59375000,2020.0,8.501,1,8.0,61.9,46.0,15,0.53
2020-08-06,Kismet Acquisition One ,KSMTU,Credit Suisse/ BofA Securities,10.0,10.0,9.98,-0.0019999999999999575,0.0,-0.01999999999999957,1,,2020.0,G52753129,2020-08-06,Kismet Acquisition One Corp,KSMTU,0,0,19977,1,0,31750000,2020.0,0.0,0,8.0,61.9,46.0,15,0.53
2020-08-06,Acutus Medical ,AFIB,J.P. Morgan/ BofA Securities/ William Blair,18.0,24.11,26.5,0.4722222222222222,6.1099999999999985,8.5,2,Missed,2020.0,005111109,2020-08-06,Acutus Medical Inc,AFIB,1,.,19619,0,0,.,2011.0,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-06,Oak Street Health ,OSH,J.P. Morgan/ Goldman Sachs/ Morgan Stanley,21.0,42.5,40.0,0.9047619047619048,21.5,19.0,3,,2020.0,67181A107,2020-08-06,Oak Street Health Inc,OSH,2,.,19605,0,0,.,2012.0,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-06,Rocket Companies,RKT,Goldman Sachs/ Morgan Stanley/ Credit Suisse/ J.P. Morgan RBC Capital Markets,18.0,18.0,21.51,0.1950000000000001,0.0,3.5100000000000016,1,,2020.0,77311W101,2020-08-06,Rocket Companies Inc,RKT,0,0,19577,1,1,1983652048,1985.0,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-07,ARYA Sciences Acquisition Corp III ,ARYA,Jefferies/ Goldman Sachs,10.0,10.5,10.44,0.04399999999999995,0.5,0.4399999999999995,1,,2020.0,G3166W106,2020-08-07,ARYA Sciences Acquisition III,ARYA,0,0,19620,1,0,16710000,2020.0,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-07,Checkmate Pharmaceuticals ,CMPI,BofA Securities/ Jefferies/ BMO Capital Markets,15.0,14.5,14.0,-0.06666666666666668,-0.5,-1.0,3,Missed,2020.0,162818108,2020-08-07,Checkmate Pharmaceuticals Inc,CMPI,1,0,19622,0,0,.,2015.0,8.001,1,8.0,61.9,46.0,15,0.53
2020-08-07,Freeline Therapeutics Holdings plc ,FRLN,J.P. Morgan/ Morgan Stanley/ Evercore ISI,18.0,18.5,18.0,0.0,0.5,0.0,2,,2020.0,35655L107,2020-08-07,Freeline Therapeutics Hldg,FRLN,1,.,19627,1,0,25921158,2015.0,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-07,IBEX Ltd. ,IBEX,Citigroup/ RBC Capital Markets/ Baird,19.0,18.0,15.4,-0.1894736842105263,-1.0,-3.6,1,,2020.0,G4690M101,2020-08-07,Ibex Ltd,IBEX,0,.,19638,0,0,.,1984.0,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-07,Vistas Media Acquisition ,VMACU, I-Bankers Securities,10.0,9.95,9.95,-0.005000000000000071,-0.05000000000000071,-0.05000000000000071,1,,2020.0,92840T206,2020-08-07,Vistas Media Acq Co Inc,VMACU,0,0,19652,1,0,12830000,2020.0,0.0,0,8.0,61.9,46.0,15,0.53
2020-08-12,Fortress Value Acquisition Corp. II (FAII.U) (u),FAII.U,Deutsche Bank Securities/ Morgan Stanley/ BofA Securities,10.0,10.12,10.17,0.016999999999999994,0.11999999999999922,0.16999999999999993,1,,2020.0,,,,,,,,,,,,8.501,1,8.0,61.9,46.0,15,0.53
2020-08-12,Kubient ,KBNT/KBnth,Maxim Group/ Joseph Gunnar,5.0,5.0,5.07,0.014000000000000058,0.0,0.07000000000000027,1,,2020.0,,,,,,,,,,,,3.0010000000000003,0,8.0,61.9,46.0,15,0.53
2020-08-13,FS Development ,FSDC,Jefferies,10.0,10.25,10.3,0.030000000000000075,0.25,0.3000000000000007,1,,2020.0,303020101,2020-08-12,FS Development Corp,FSDC,0,0,19628,1,0,14950000,2020.0,8.001,1,8.0,61.9,46.0,15,0.53
2020-08-13,KE Holdings ,BEKE,Goldman Sachs/ Morgan Stanley/ China Renaissance,20.0,35.06,37.44,0.8719999999999999,15.060000000000002,17.439999999999998,3,,2020.0,482497104,2020-08-13,KE Holdings Inc,BEKE,1,.,19598,1,1,3488438135,2001.0,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-13,NetSTREIT Corp.,NTST,Wells Fargo Securities/ BofA Securities/ Citigroup/ Stifel/ Jefferies,18.0,18.0,17.7,-0.016666666666666705,0.0,-0.3000000000000007,1,,2020.0,64119V303,2020-08-13,NetSTREIT Corp,NTST,0,.,19601,0,0,.,2019.0,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-14,RedBall Acquisition ,RBAC.U,Goldman Sachs,10.0,10.25,10.16,0.016000000000000014,0.25,0.16000000000000014,1,,2020.0,,,,,,,,,,,,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-14,CureVac N.V. ,CVAC,BofA Securities/ Jefferies/ Credit Suisse,16.0,44.0,55.9,2.49375,28.0,39.9,2,Missed,2020.0,N2451R105,2020-08-14,CureVac BV,CVAC,0,.,19623,0,0,.,2000.0,8.001,1,8.0,61.9,46.0,15,0.53
2020-08-14,dMY Technology Group ,DYM.U,UBS Investment Bank,10.0,10.05,10.1,0.009999999999999964,0.05000000000000071,0.09999999999999963,1,,2020.0,,,,,,,,,,,,0.0,0,8.0,61.9,46.0,15,0.53
2020-08-14,Dragoneer Growth Opportunities ,DGNR.U,Citigroup/ Goldman Sachs/ J.P. Morgan,10.0,10.6,10.68,0.06799999999999998,0.5999999999999996,0.6799999999999997,1,,2020.0,,,,,,,,,,,,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-14,Duck Creek Technologies ,DCT,Goldman Sachs/ J.P. Morgan/ BofA Securities/ Barclays/ RBC Capital Markets,27.0,42.0,40.0,0.4814814814814815,15.0,13.0,3,,2020.0,264120106,2020-08-14,Duck Creek Technologies,DCT,2,.,19578,0,0,.,2000.0,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-14,Lionheart Acquisition Corp. II ,LCAPU,Nomura/ Cantor,10.0,9.99,9.97,-0.002999999999999936,-0.009999999999999787,-0.029999999999999364,1,,2020.0,53625R203,2020-08-14,Lionheart Acquisition Corp II,LCAPU,0,0,19978,1,0,25650000,2019.0,6.001,0,8.0,61.9,46.0,15,0.53
2020-08-18,Northern Genesis Acquisition ,NGA.U,Raymond James/ EarlyBirdCapita,10.0,10.0,10.0,0.0,0.0,0.0,1,,2020.0,,,,,,,,,,,,7.501,0,8.0,61.9,46.0,15,0.53
2020-08-18,one ,AONE.U,Goldman Sachs,10.0,10.15,10.1,0.009999999999999964,0.15000000000000036,0.09999999999999963,1,,2020.0,,,,,,,,,,,,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-18,Star Peak Energy Transition ,STPK.U,Credit Suisse/ Goldman Sachs,10.0,10.01,10.0,0.0,0.009999999999999787,0.0,1,,2020.0,,,,,,,,,,,,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-19,Harmony Biosciences Holdings ,HRMY,Goldman Sachs/ Jefferies/ Piper Sandle,24.0,39.99,37.01,0.5420833333333333,15.990000000000002,13.009999999999998,3,,2020.0,413197104,2020-08-19,Harmony Biosciences Hldg Inc,HRMY,1,.,19635,0,0,.,2017.0,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-19,Inhibrx ,IBNX,Jefferies/ Evercore ISI/ Credit Suisse,17.0,22.1,20.63,0.21352941176470586,5.100000000000001,3.629999999999999,2,,2020.0,,,,,,,,,,,,8.001,1,8.0,61.9,46.0,15,0.53
2020-08-21,Colonnade Acquisition ,CLA.U,BTIG,10.0,9.95,9.92,-0.008000000000000007,-0.05000000000000071,-0.08000000000000007,1,,2020.0,,,,,,,,,,,,6.501,0,8.0,61.9,46.0,15,0.53
2020-08-21,FAST Acquisition ,FST.U,Citigroup/ UBS Investment Bank,10.0,9.96,9.93,-0.007000000000000029,-0.03999999999999915,-0.07000000000000027,1,,2020.0,311875207,2020-08-21,FAST Acquisition Corp,FST.U,0,0,19886,1,0,25000000,2020.0,9.001,1,8.0,61.9,46.0,15,0.53
2020-08-21,Foley Trasimene Acquisition II ,BFT.U,Credit Suisse/ BofA Securities,10.0,10.01,10.0,0.0,0.009999999999999787,0.0,1,,2020.0,344328208,2020-08-19,Foley Trasimene Acq Corp II,BFT.U,0,0,19891,1,0,162500000,2020.0,0.0,0,8.0,61.9,46.0,15,0.53
2020-08-21,Forum Merger III . ,FIII.U,Jefferies,10.0,10.0,10.0,0.0,0.0,0.0,1,,2020.0,,,,,,,,,,,,8.001,1,8.0,61.9,46.0,15,0.53
